"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"8.825","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"16.50417","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"14.1375","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"10.075","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"16.14583","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"9.47083","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"15.3","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.525","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"13.41667","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.20417","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"9.26667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.18333","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"14.92917","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"7.9625","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"13.90833","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"5.23333","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"7.89583","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"14.72917","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"16.1625","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.05","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"9.32917","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"16.8875","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"9.4","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"12.6625","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.61667","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"7.09167","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"5.32917","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"12.91667","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"9.71667","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.275","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"13.2875","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"13.91667","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"7.675","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"14.10833","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.05","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"9.025","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"17","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"17.375","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"6.21667","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"15.31667","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.76667","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2010,"8.19583","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"6.8625","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"4.92083","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"10.075","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"16.79583","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"16.7375","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.5","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"12.42083","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"13.32083","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.60833","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"13.35833","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.5","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.4375","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.52917","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"12.29167","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.11667","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"13.82083","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"14.79583","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.05833","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"7.12917","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.88333","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.8625","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"14.84167","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"15.8625","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"6.2875","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"7.70417","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.84167","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"5.54167","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"15.29167","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.5625","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"14.67083","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"13.27083","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.56667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"8.46667","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"13.525","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"14.49583","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2013,"9.25417","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"13.725","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"10.16667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"10.175","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"9.32917","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"14.8","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"13.9125","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"14.46667","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"8.85","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"8.89583","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"16.01667","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"9.90833","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"15.15","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"8.85","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2016,"6.25833","15-24","ALLAREA","MALE"
